Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2023	Organic Hydroxy Compound Biosynthetic Process (GO:1901617)	1/42	2.541421e-01	3.769589e-01	0	0	3.503005e+00	4.798632e+00	PER2
GO_Biological_Process_2023	Cardiac Ventricle Morphogenesis (GO:0003208)	1/42	2.541421e-01	3.769589e-01	0	0	3.503005e+00	4.798632e+00	SOX4
GO_Biological_Process_2023	Regulation Of Ubiquitin-Dependent Protein Catabolic Process (GO:2000058)	1/42	2.541421e-01	3.769589e-01	0	0	3.503005e+00	4.798632e+00	CCDC22
GO_Biological_Process_2023	Collagen Fibril Organization (GO:0030199)	1/42	2.541421e-01	3.769589e-01	0	0	3.503005e+00	4.798632e+00	ADAMTS3
GO_Biological_Process_2023	Skeletal Muscle Tissue Development (GO:0007519)	1/42	2.541421e-01	3.769589e-01	0	0	3.503005e+00	4.798632e+00	MYORG
GO_Biological_Process_2023	Keratinocyte Differentiation (GO:0030216)	1/42	2.541421e-01	3.769589e-01	0	0	3.503005e+00	4.798632e+00	EPHA2
GO_Biological_Process_2023	Potassium Ion Import Across Plasma Membrane (GO:1990573)	1/42	2.541421e-01	3.769589e-01	0	0	3.503005e+00	4.798632e+00	KCNJ2
GO_Biological_Process_2023	Regulation Of Endothelial Cell Apoptotic Process (GO:2000351)	1/43	2.593367e-01	3.786579e-01	0	0	3.419427e+00	4.614955e+00	SERPINE1
GO_Biological_Process_2023	Regulation Of Primary Metabolic Process (GO:0080090)	1/43	2.593367e-01	3.786579e-01	0	0	3.419427e+00	4.614955e+00	NR1D2
GO_Biological_Process_2023	Energy Derivation By Oxidation Of Organic Compounds (GO:0015980)	1/43	2.593367e-01	3.786579e-01	0	0	3.419427e+00	4.614955e+00	GFPT2
GO_Biological_Process_2023	Ephrin Receptor Signaling Pathway (GO:0048013)	1/43	2.593367e-01	3.786579e-01	0	0	3.419427e+00	4.614955e+00	EPHA2
GO_Biological_Process_2023	Glycolipid Biosynthetic Process (GO:0009247)	1/43	2.593367e-01	3.786579e-01	0	0	3.419427e+00	4.614955e+00	PGAP4
GO_Biological_Process_2023	Positive Regulation Of Receptor-Mediated Endocytosis (GO:0048260)	1/43	2.593367e-01	3.786579e-01	0	0	3.419427e+00	4.614955e+00	SERPINE1
GO_Biological_Process_2023	Intracellular Glucose Homeostasis (GO:0001678)	1/43	2.593367e-01	3.786579e-01	0	0	3.419427e+00	4.614955e+00	SOX4
GO_Biological_Process_2023	Negative Regulation Of BMP Signaling Pathway (GO:0030514)	1/43	2.593367e-01	3.786579e-01	0	0	3.419427e+00	4.614955e+00	CRIM1
GO_Biological_Process_2023	Regulation Of Cell-Cell Adhesion (GO:0022407)	1/43	2.593367e-01	3.786579e-01	0	0	3.419427e+00	4.614955e+00	MDGA1
GO_Biological_Process_2023	Regulation Of Cellular Component Size (GO:0032535)	1/43	2.593367e-01	3.786579e-01	0	0	3.419427e+00	4.614955e+00	PPP1R15A
GO_Biological_Process_2023	Protein Localization To Cell Periphery (GO:1990778)	2/142	2.593751e-01	3.786579e-01	0	0	2.056413e+00	2.775088e+00	P2RY1;EPHA2
GO_Biological_Process_2023	Regulation Of Insulin Receptor Signaling Pathway (GO:0046626)	1/44	2.644954e-01	3.823411e-01	0	0	3.339737e+00	4.441621e+00	ZBTB7B
GO_Biological_Process_2023	Phosphatidylinositol Phosphate Biosynthetic Process (GO:0046854)	1/44	2.644954e-01	3.823411e-01	0	0	3.339737e+00	4.441621e+00	PIK3C2B
GO_Biological_Process_2023	Cellular Response To Ketone (GO:1901655)	1/44	2.644954e-01	3.823411e-01	0	0	3.339737e+00	4.441621e+00	ADCY2
GO_Biological_Process_2023	Extracellular Matrix Disassembly (GO:0022617)	1/44	2.644954e-01	3.823411e-01	0	0	3.339737e+00	4.441621e+00	ADAMTS15
GO_Biological_Process_2023	Positive Regulation Of Nucleocytoplasmic Transport (GO:0046824)	1/44	2.644954e-01	3.823411e-01	0	0	3.339737e+00	4.441621e+00	SMAD3
GO_Biological_Process_2023	Regulation Of Cell-Substrate Adhesion (GO:0010810)	1/44	2.644954e-01	3.823411e-01	0	0	3.339737e+00	4.441621e+00	FZD7
GO_Biological_Process_2023	Regulation Of Cell Adhesion (GO:0030155)	2/144	2.645245e-01	3.823411e-01	0	0	2.027244e+00	2.695872e+00	PLAUR;EPHA2
GO_Biological_Process_2023	Regulation Of Cellular Metabolic Process (GO:0031323)	1/45	2.696184e-01	3.881331e-01	0	0	3.263669e+00	4.277847e+00	BMAL1
GO_Biological_Process_2023	Regulation Of Telomerase Activity (GO:0051972)	1/45	2.696184e-01	3.881331e-01	0	0	3.263669e+00	4.277847e+00	KLF4
GO_Biological_Process_2023	Negative Regulation Of Response To External Stimulus (GO:0032102)	2/146	2.696744e-01	3.881331e-01	0	0	1.998885e+00	2.619619e+00	SERPINE1;KLF4
GO_Biological_Process_2023	Regulation Of Epidermal Growth Factor Receptor Signaling Pathway (GO:0042058)	1/46	2.747060e-01	3.905794e-01	0	0	3.190982e+00	4.122921e+00	PLAUR
GO_Biological_Process_2023	T Cell Differentiation (GO:0030217)	1/46	2.747060e-01	3.905794e-01	0	0	3.190982e+00	4.122921e+00	SOX4
GO_Biological_Process_2023	Cellular Component Disassembly (GO:0022411)	1/46	2.747060e-01	3.905794e-01	0	0	3.190982e+00	4.122921e+00	ADAMTS15
GO_Biological_Process_2023	Response To Glucose (GO:0009749)	1/46	2.747060e-01	3.905794e-01	0	0	3.190982e+00	4.122921e+00	SOX4
GO_Biological_Process_2023	Positive Regulation Of Cell-Cell Adhesion (GO:0022409)	1/46	2.747060e-01	3.905794e-01	0	0	3.190982e+00	4.122921e+00	PLAUR
GO_Biological_Process_2023	Epithelial Cell Migration (GO:0010631)	1/46	2.747060e-01	3.905794e-01	0	0	3.190982e+00	4.122921e+00	KANK2
GO_Biological_Process_2023	Positive Regulation Of Peptide Hormone Secretion (GO:0090277)	1/46	2.747060e-01	3.905794e-01	0	0	3.190982e+00	4.122921e+00	SOX4
GO_Biological_Process_2023	Protein Sumoylation (GO:0016925)	1/46	2.747060e-01	3.905794e-01	0	0	3.190982e+00	4.122921e+00	HDAC9
GO_Biological_Process_2023	Defense Response To Symbiont (GO:0140546)	2/148	2.748238e-01	3.905794e-01	0	0	1.971303e+00	2.546185e+00	RSAD2;NDUFAF4
GO_Biological_Process_2023	Negative Regulation Of Protein Phosphorylation (GO:0001933)	2/149	2.773980e-01	3.931412e-01	0	0	1.957793e+00	2.510483e+00	PPP1R15B;TAF7
GO_Biological_Process_2023	Negative Regulation Of DNA-binding Transcription Factor Activity (GO:0043433)	2/149	2.773980e-01	3.931412e-01	0	0	1.957793e+00	2.510483e+00	ID1;KLF4
GO_Biological_Process_2023	Golgi To Plasma Membrane Transport (GO:0006893)	1/47	2.797584e-01	3.937484e-01	0	0	3.121456e+00	3.976200e+00	CCDC22
GO_Biological_Process_2023	Regulation Of Interleukin-2 Production (GO:0032663)	1/47	2.797584e-01	3.937484e-01	0	0	3.121456e+00	3.976200e+00	HDAC9
GO_Biological_Process_2023	Regulation Of Wound Healing (GO:0061041)	1/47	2.797584e-01	3.937484e-01	0	0	3.121456e+00	3.976200e+00	SERPINE1
GO_Biological_Process_2023	Response To Organonitrogen Compound (GO:0010243)	1/47	2.797584e-01	3.937484e-01	0	0	3.121456e+00	3.976200e+00	HLCS
GO_Biological_Process_2023	Positive Regulation Of Epithelial To Mesenchymal Transition (GO:0010718)	1/47	2.797584e-01	3.937484e-01	0	0	3.121456e+00	3.976200e+00	SMAD3
GO_Biological_Process_2023	Regulation Of Intrinsic Apoptotic Signaling Pathway (GO:2001242)	1/48	2.847759e-01	3.975159e-01	0	0	3.054887e+00	3.837100e+00	PLAUR
GO_Biological_Process_2023	Cellular Response To Mechanical Stimulus (GO:0071260)	1/48	2.847759e-01	3.975159e-01	0	0	3.054887e+00	3.837100e+00	PDE2A
GO_Biological_Process_2023	Cellular Response To Radiation (GO:0071478)	1/48	2.847759e-01	3.975159e-01	0	0	3.054887e+00	3.837100e+00	CLOCK
GO_Biological_Process_2023	Cytoplasmic Microtubule Organization (GO:0031122)	1/48	2.847759e-01	3.975159e-01	0	0	3.054887e+00	3.837100e+00	PLK3
GO_Biological_Process_2023	Post-Translational Protein Modification (GO:0043687)	1/48	2.847759e-01	3.975159e-01	0	0	3.054887e+00	3.837100e+00	HLCS
GO_Biological_Process_2023	Regulation Of DNA Binding (GO:0051101)	1/48	2.847759e-01	3.975159e-01	0	0	3.054887e+00	3.837100e+00	PLAUR
GO_Biological_Process_2023	Autophagy Of Mitochondrion (GO:0000422)	1/49	2.897586e-01	4.033662e-01	0	0	2.991093e+00	3.705088e+00	GABARAPL1
GO_Biological_Process_2023	Nuclear Export (GO:0051168)	1/49	2.897586e-01	4.033662e-01	0	0	2.991093e+00	3.705088e+00	NUP188
GO_Biological_Process_2023	Positive Regulation Of Response To External Stimulus (GO:0032103)	2/155	2.928287e-01	4.070838e-01	0	0	1.880445e+00	2.309501e+00	SERPINE1;PDE2A
GO_Biological_Process_2023	Regulation Of Mitochondrion Organization (GO:0010821)	1/50	2.947069e-01	4.074713e-01	0	0	2.929902e+00	3.579678e+00	PDE2A
GO_Biological_Process_2023	Nucleocytoplasmic Transport (GO:0006913)	1/50	2.947069e-01	4.074713e-01	0	0	2.929902e+00	3.579678e+00	NUP188
GO_Biological_Process_2023	Cell Chemotaxis (GO:0060326)	1/50	2.947069e-01	4.074713e-01	0	0	2.929902e+00	3.579678e+00	EPHA2
GO_Biological_Process_2023	Positive Regulation Of Fat Cell Differentiation (GO:0045600)	1/50	2.947069e-01	4.074713e-01	0	0	2.929902e+00	3.579678e+00	ZBTB7B
GO_Biological_Process_2023	Negative Regulation Of Gene Expression, Epigenetic (GO:0045814)	1/51	2.996210e-01	4.103680e-01	0	0	2.871159e+00	3.460428e+00	HDAC9
GO_Biological_Process_2023	SMAD Protein Signal Transduction (GO:0060395)	1/51	2.996210e-01	4.103680e-01	0	0	2.871159e+00	3.460428e+00	SMAD3
GO_Biological_Process_2023	Regulation Of Release Of Sequestered Calcium Ion Into Cytosol (GO:0051279)	1/51	2.996210e-01	4.103680e-01	0	0	2.871159e+00	3.460428e+00	CAMK2D
GO_Biological_Process_2023	Positive Regulation Of Ras Protein Signal Transduction (GO:0046579)	1/51	2.996210e-01	4.103680e-01	0	0	2.871159e+00	3.460428e+00	AUTS2
GO_Biological_Process_2023	Sensory Perception (GO:0007600)	1/51	2.996210e-01	4.103680e-01	0	0	2.871159e+00	3.460428e+00	RETREG1
GO_Biological_Process_2023	Positive Regulation Of Protein Localization To Cell Periphery (GO:1904377)	1/51	2.996210e-01	4.103680e-01	0	0	2.871159e+00	3.460428e+00	EPHA2
GO_Biological_Process_2023	Positive Regulation Of Protein Localization To Plasma Membrane (GO:1903078)	1/51	2.996210e-01	4.103680e-01	0	0	2.871159e+00	3.460428e+00	EPHA2
GO_Biological_Process_2023	Peptidyl-Serine Phosphorylation (GO:0018105)	2/158	3.005298e-01	4.110602e-01	0	0	1.844001e+00	2.216874e+00	CAMK2D;DYRK2
GO_Biological_Process_2023	Negative Regulation Of Response To Stimulus (GO:0048585)	1/52	3.045011e-01	4.126151e-01	0	0	2.814720e+00	3.346929e+00	KLF4
GO_Biological_Process_2023	Adenylate Cyclase-Inhibiting G Protein-Coupled Receptor Signaling Pathway (GO:0007193)	1/52	3.045011e-01	4.126151e-01	0	0	2.814720e+00	3.346929e+00	PDE2A
GO_Biological_Process_2023	Cardiac Muscle Tissue Development (GO:0048738)	1/52	3.045011e-01	4.126151e-01	0	0	2.814720e+00	3.346929e+00	GJA5
GO_Biological_Process_2023	Regulation Of Proteolysis (GO:0030162)	1/52	3.045011e-01	4.126151e-01	0	0	2.814720e+00	3.346929e+00	PLAUR
GO_Biological_Process_2023	Cell Cycle G1/S Phase Transition (GO:0044843)	1/52	3.045011e-01	4.126151e-01	0	0	2.814720e+00	3.346929e+00	PLK3
GO_Biological_Process_2023	Cellular Response To Ionizing Radiation (GO:0071479)	1/52	3.045011e-01	4.126151e-01	0	0	2.814720e+00	3.346929e+00	CLOCK
GO_Biological_Process_2023	Positive Regulation Of Transcription Initiation By RNA Polymerase II (GO:0060261)	1/52	3.045011e-01	4.126151e-01	0	0	2.814720e+00	3.346929e+00	TAF7
GO_Biological_Process_2023	Regulation Of Cyclin-Dependent Protein Kinase Activity (GO:1904029)	1/53	3.093474e-01	4.147697e-01	0	0	2.760452e+00	3.238811e+00	SERTAD1
GO_Biological_Process_2023	NADH Dehydrogenase Complex Assembly (GO:0010257)	1/53	3.093474e-01	4.147697e-01	0	0	2.760452e+00	3.238811e+00	NDUFAF4
GO_Biological_Process_2023	Actin Cytoskeleton Reorganization (GO:0031532)	1/53	3.093474e-01	4.147697e-01	0	0	2.760452e+00	3.238811e+00	AUTS2
GO_Biological_Process_2023	Negative Regulation Of Viral Genome Replication (GO:0045071)	1/53	3.093474e-01	4.147697e-01	0	0	2.760452e+00	3.238811e+00	RSAD2
GO_Biological_Process_2023	Carboxylic Acid Transport (GO:0046942)	1/53	3.093474e-01	4.147697e-01	0	0	2.760452e+00	3.238811e+00	SLC16A9
GO_Biological_Process_2023	Protein Homotetramerization (GO:0051289)	1/53	3.093474e-01	4.147697e-01	0	0	2.760452e+00	3.238811e+00	KCNJ2
GO_Biological_Process_2023	Mitochondrial Respiratory Chain Complex I Assembly (GO:0032981)	1/53	3.093474e-01	4.147697e-01	0	0	2.760452e+00	3.238811e+00	NDUFAF4
GO_Biological_Process_2023	Negative Regulation Of Cysteine-Type Endopeptidase Activity (GO:2000117)	1/53	3.093474e-01	4.147697e-01	0	0	2.760452e+00	3.238811e+00	KLF4
GO_Biological_Process_2023	Protein Autophosphorylation (GO:0046777)	2/162	3.107767e-01	4.158524e-01	0	0	1.797536e+00	2.100746e+00	CAMK2D;MUSK
GO_Biological_Process_2023	Adenylate Cyclase-Modulating G Protein-Coupled Receptor Signaling Pathway (GO:0007188)	2/163	3.133339e-01	4.158524e-01	0	0	1.786281e+00	2.072954e+00	PDE2A;ADCY2
GO_Biological_Process_2023	Negative Regulation Of Protein Catabolic Process (GO:0042177)	1/54	3.141601e-01	4.158524e-01	0	0	2.708231e+00	3.135732e+00	NQO1
GO_Biological_Process_2023	Regulation Of Lipid Metabolic Process (GO:0019216)	1/54	3.141601e-01	4.158524e-01	0	0	2.708231e+00	3.135732e+00	NR1D2
GO_Biological_Process_2023	Regulation Of Myoblast Differentiation (GO:0045661)	1/54	3.141601e-01	4.158524e-01	0	0	2.708231e+00	3.135732e+00	SOX4
GO_Biological_Process_2023	Epidermal Cell Differentiation (GO:0009913)	1/54	3.141601e-01	4.158524e-01	0	0	2.708231e+00	3.135732e+00	EPHA2
GO_Biological_Process_2023	Positive Regulation Of Leukocyte Chemotaxis (GO:0002690)	1/54	3.141601e-01	4.158524e-01	0	0	2.708231e+00	3.135732e+00	SERPINE1
GO_Biological_Process_2023	Negative Regulation Of TOR Signaling (GO:0032007)	1/54	3.141601e-01	4.158524e-01	0	0	2.708231e+00	3.135732e+00	BMAL1
GO_Biological_Process_2023	Central Nervous System Development (GO:0007417)	3/283	3.142359e-01	4.158524e-01	0	0	1.542621e+00	1.785755e+00	MDGA1;SOX4;NPAS2
GO_Biological_Process_2023	Positive Regulation Of Cell Differentiation (GO:0045597)	3/283	3.142359e-01	4.158524e-01	0	0	1.542621e+00	1.785755e+00	SMAD3;BMAL1;SOX4
GO_Biological_Process_2023	Purine Ribonucleotide Biosynthetic Process (GO:0009152)	1/55	3.189396e-01	4.215298e-01	0	0	2.657944e+00	3.037375e+00	ADCY2
GO_Biological_Process_2023	Peptidyl-Serine Modification (GO:0018209)	2/166	3.209934e-01	4.236946e-01	0	0	1.753338e+00	1.992379e+00	CAMK2D;DYRK2
GO_Biological_Process_2023	Regulation Of Cytokine Production (GO:0001817)	2/167	3.235421e-01	4.239538e-01	0	0	1.742623e+00	1.966422e+00	BCL6B;HDAC9
GO_Biological_Process_2023	RNA Polymerase II Preinitiation Complex Assembly (GO:0051123)	1/56	3.236860e-01	4.239538e-01	0	0	2.609486e+00	2.943451e+00	TAF7
GO_Biological_Process_2023	Positive Regulation Of DNA-templated Transcription Initiation (GO:2000144)	1/56	3.236860e-01	4.239538e-01	0	0	2.609486e+00	2.943451e+00	TAF7
GO_Biological_Process_2023	Positive Regulation Of Cellular Metabolic Process (GO:0031325)	1/56	3.236860e-01	4.239538e-01	0	0	2.609486e+00	2.943451e+00	MUSK
GO_Biological_Process_2023	post-Golgi Vesicle-Mediated Transport (GO:0006892)	1/56	3.236860e-01	4.239538e-01	0	0	2.609486e+00	2.943451e+00	CCDC22
GO_Biological_Process_2023	Regulation Of Cation Channel Activity (GO:2001257)	1/56	3.236860e-01	4.239538e-01	0	0	2.609486e+00	2.943451e+00	CAMK2D
GO_Biological_Process_2023	Regulation Of Transcription Initiation By RNA Polymerase II (GO:0060260)	1/57	3.283996e-01	4.290246e-01	0	0	2.562759e+00	2.853694e+00	TAF7
GO_Biological_Process_2023	Signal Transduction In Response To DNA Damage (GO:0042770)	1/57	3.283996e-01	4.290246e-01	0	0	2.562759e+00	2.853694e+00	CLOCK
GO_Biological_Process_2023	Response To Organic Cyclic Compound (GO:0014070)	1/58	3.330806e-01	4.323683e-01	0	0	2.517671e+00	2.767854e+00	HLCS
GO_Biological_Process_2023	Selective Autophagy (GO:0061912)	1/58	3.330806e-01	4.323683e-01	0	0	2.517671e+00	2.767854e+00	RETREG1
GO_Biological_Process_2023	Positive Regulation Of Mitochondrion Organization (GO:0010822)	1/58	3.330806e-01	4.323683e-01	0	0	2.517671e+00	2.767854e+00	PLAUR
GO_Biological_Process_2023	Memory (GO:0007613)	1/58	3.330806e-01	4.323683e-01	0	0	2.517671e+00	2.767854e+00	MUSK
GO_Biological_Process_2023	Muscle Organ Development (GO:0007517)	1/58	3.330806e-01	4.323683e-01	0	0	2.517671e+00	2.767854e+00	SMTN
GO_Biological_Process_2023	DNA-templated Transcription Initiation (GO:0006352)	1/59	3.377291e-01	4.361800e-01	0	0	2.474138e+00	2.685704e+00	TAF7
GO_Biological_Process_2023	Transcription Preinitiation Complex Assembly (GO:0070897)	1/59	3.377291e-01	4.361800e-01	0	0	2.474138e+00	2.685704e+00	TAF7
GO_Biological_Process_2023	Glucose Metabolic Process (GO:0006006)	1/59	3.377291e-01	4.361800e-01	0	0	2.474138e+00	2.685704e+00	PER2
GO_Biological_Process_2023	Microtubule Cytoskeleton Organization Involved In Mitosis (GO:1902850)	1/59	3.377291e-01	4.361800e-01	0	0	2.474138e+00	2.685704e+00	PLK3
GO_Biological_Process_2023	Neuron Differentiation (GO:0030182)	2/173	3.387819e-01	4.369858e-01	0	0	1.680966e+00	1.819476e+00	FZD7;SOX4
GO_Biological_Process_2023	Negative Regulation Of Peptidase Activity (GO:0010466)	1/60	3.423455e-01	4.393258e-01	0	0	2.432081e+00	2.607032e+00	SERPINE1
GO_Biological_Process_2023	Response To Light Stimulus (GO:0009416)	1/60	3.423455e-01	4.393258e-01	0	0	2.432081e+00	2.607032e+00	CLOCK
GO_Biological_Process_2023	Response To Retinoic Acid (GO:0032526)	1/60	3.423455e-01	4.393258e-01	0	0	2.432081e+00	2.607032e+00	FZD7
GO_Biological_Process_2023	Histone Acetylation (GO:0016573)	1/60	3.423455e-01	4.393258e-01	0	0	2.432081e+00	2.607032e+00	TAF7
GO_Biological_Process_2023	Regulation Of Cell Cycle (GO:0051726)	3/298	3.427518e-01	4.393258e-01	0	0	1.463061e+00	1.566571e+00	PPP1R15A;PER2;BMAL1
GO_Biological_Process_2023	Positive Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043123)	2/175	3.438397e-01	4.401667e-01	0	0	1.661364e+00	1.773639e+00	CCDC22;CXXC5
GO_Biological_Process_2023	Negative Regulation Of Intrinsic Apoptotic Signaling Pathway (GO:2001243)	1/61	3.469300e-01	4.413504e-01	0	0	2.391425e+00	2.531640e+00	PLAUR
GO_Biological_Process_2023	Negative Regulation Of Viral Process (GO:0048525)	1/61	3.469300e-01	4.413504e-01	0	0	2.391425e+00	2.531640e+00	RSAD2
GO_Biological_Process_2023	Autophagosome Organization (GO:1905037)	1/61	3.469300e-01	4.413504e-01	0	0	2.391425e+00	2.531640e+00	GABARAPL1
GO_Biological_Process_2023	Positive Regulation Of Cell Junction Assembly (GO:1901890)	1/61	3.469300e-01	4.413504e-01	0	0	2.391425e+00	2.531640e+00	EPHA2
GO_Biological_Process_2023	Positive Regulation Of Interleukin-8 Production (GO:0032757)	1/61	3.469300e-01	4.413504e-01	0	0	2.391425e+00	2.531640e+00	SERPINE1
GO_Biological_Process_2023	Negative Regulation Of Cytokine Production (GO:0001818)	2/178	3.514035e-01	4.443683e-01	0	0	1.632797e+00	1.707612e+00	KLF4;HDAC9
GO_Biological_Process_2023	Negative Regulation Of Kinase Activity (GO:0033673)	1/62	3.514827e-01	4.443683e-01	0	0	2.352103e+00	2.459346e+00	TAF7
GO_Biological_Process_2023	Cell Junction Organization (GO:0034330)	1/62	3.514827e-01	4.443683e-01	0	0	2.352103e+00	2.459346e+00	SMAD3
GO_Biological_Process_2023	Phosphatidylinositol-Mediated Signaling (GO:0048015)	1/62	3.514827e-01	4.443683e-01	0	0	2.352103e+00	2.459346e+00	PIK3C2B
GO_Biological_Process_2023	Protein Lipidation (GO:0006497)	1/62	3.514827e-01	4.443683e-01	0	0	2.352103e+00	2.459346e+00	PGAP4
GO_Biological_Process_2023	Positive Regulation Of ERK1 And ERK2 Cascade (GO:0070374)	2/179	3.539183e-01	4.468931e-01	0	0	1.623490e+00	1.686301e+00	MUSK;P2RY1
GO_Biological_Process_2023	G1/S Transition Of Mitotic Cell Cycle (GO:0000082)	1/63	3.560039e-01	4.484153e-01	0	0	2.314049e+00	2.389981e+00	PLK3
GO_Biological_Process_2023	Positive Regulation Of Mitotic Cell Cycle Phase Transition (GO:1901992)	1/63	3.560039e-01	4.484153e-01	0	0	2.314049e+00	2.389981e+00	ADAMTS1
GO_Biological_Process_2023	Positive Regulation Of T Cell Differentiation (GO:0045582)	1/64	3.604938e-01	4.523931e-01	0	0	2.277203e+00	2.323386e+00	SOX4
GO_Biological_Process_2023	Endocytic Recycling (GO:0032456)	1/64	3.604938e-01	4.523931e-01	0	0	2.277203e+00	2.323386e+00	CCDC22
GO_Biological_Process_2023	Protein N-linked Glycosylation (GO:0006487)	1/64	3.604938e-01	4.523931e-01	0	0	2.277203e+00	2.323386e+00	GFPT2
GO_Biological_Process_2023	RNA Export From Nucleus (GO:0006405)	1/65	3.649526e-01	4.551857e-01	0	0	2.241508e+00	2.259413e+00	NUP188
GO_Biological_Process_2023	Autophagosome Assembly (GO:0000045)	1/65	3.649526e-01	4.551857e-01	0	0	2.241508e+00	2.259413e+00	GABARAPL1
GO_Biological_Process_2023	Canonical Wnt Signaling Pathway (GO:0060070)	1/65	3.649526e-01	4.551857e-01	0	0	2.241508e+00	2.259413e+00	FZD7
GO_Biological_Process_2023	Positive Regulation Of DNA Biosynthetic Process (GO:2000573)	1/65	3.649526e-01	4.551857e-01	0	0	2.241508e+00	2.259413e+00	KLF4
GO_Biological_Process_2023	Monocarboxylic Acid Biosynthetic Process (GO:0072330)	1/65	3.649526e-01	4.551857e-01	0	0	2.241508e+00	2.259413e+00	PER2
GO_Biological_Process_2023	Regulation Of Apoptotic Process (GO:0042981)	6/705	3.660310e-01	4.559726e-01	0	0	1.236697e+00	1.242926e+00	PLK3;OSGIN1;PLAUR;SOX4;RNF122;IER3
GO_Biological_Process_2023	Negative Regulation Of Endopeptidase Activity (GO:0010951)	1/66	3.693806e-01	4.590230e-01	0	0	2.206912e+00	2.197925e+00	SERPINE1
GO_Biological_Process_2023	Response To Reactive Oxygen Species (GO:0000302)	1/66	3.693806e-01	4.590230e-01	0	0	2.206912e+00	2.197925e+00	PLK3
GO_Biological_Process_2023	Negative Regulation Of Macromolecule Metabolic Process (GO:0010605)	2/186	3.714239e-01	4.609999e-01	0	0	1.561171e+00	1.546201e+00	SMAD3;KLF4
GO_Biological_Process_2023	Activation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process (GO:0006919)	1/67	3.737779e-01	4.622326e-01	0	0	2.173364e+00	2.138793e+00	SMAD3
GO_Biological_Process_2023	Regulation Of Viral Genome Replication (GO:0045069)	1/67	3.737779e-01	4.622326e-01	0	0	2.173364e+00	2.138793e+00	RSAD2
GO_Biological_Process_2023	Extrinsic Apoptotic Signaling Pathway (GO:0097191)	1/67	3.737779e-01	4.622326e-01	0	0	2.173364e+00	2.138793e+00	SMAD3
GO_Biological_Process_2023	Supramolecular Fiber Organization (GO:0097435)	3/316	3.768512e-01	4.654683e-01	0	0	1.377655e+00	1.344460e+00	PLK3;ADAMTS3;CDC42EP2
GO_Biological_Process_2023	Cell-Cell Junction Organization (GO:0045216)	1/68	3.781448e-01	4.665006e-01	0	0	2.140818e+00	2.081898e+00	SMAD3
GO_Biological_Process_2023	Defense Response To Virus (GO:0051607)	2/189	3.788699e-01	4.668301e-01	0	0	1.535891e+00	1.490678e+00	RSAD2;NDUFAF4
GO_Biological_Process_2023	Regulation Of Endopeptidase Activity (GO:0052548)	1/69	3.824814e-01	4.695766e-01	0	0	2.109228e+00	2.027127e+00	SERPINE1
GO_Biological_Process_2023	Cellular Response To Calcium Ion (GO:0071277)	1/69	3.824814e-01	4.695766e-01	0	0	2.109228e+00	2.027127e+00	CAMK2D
GO_Biological_Process_2023	Positive Regulation Of Phosphatidylinositol 3-Kinase Signaling (GO:0014068)	1/69	3.824814e-01	4.695766e-01	0	0	2.109228e+00	2.027127e+00	MUSK
GO_Biological_Process_2023	Protein Localization To Membrane (GO:0072657)	2/192	3.862796e-01	4.720203e-01	0	0	1.511410e+00	1.437644e+00	P2RY1;EPHA2
GO_Biological_Process_2023	Negative Regulation Of Extrinsic Apoptotic Signaling Pathway (GO:2001237)	1/70	3.867880e-01	4.720203e-01	0	0	2.078555e+00	1.974375e+00	SERPINE1
GO_Biological_Process_2023	Positive Regulation Of Protein Polymerization (GO:0032273)	1/70	3.867880e-01	4.720203e-01	0	0	2.078555e+00	1.974375e+00	CDC42EP2
GO_Biological_Process_2023	Regulation Of Notch Signaling Pathway (GO:0008593)	1/70	3.867880e-01	4.720203e-01	0	0	2.078555e+00	1.974375e+00	ENHO
GO_Biological_Process_2023	Regulation Of Actin Filament Polymerization (GO:0030833)	1/70	3.867880e-01	4.720203e-01	0	0	2.078555e+00	1.974375e+00	CDC42EP2
GO_Biological_Process_2023	Cell-Cell Junction Assembly (GO:0007043)	1/71	3.910648e-01	4.749643e-01	0	0	2.048758e+00	1.923542e+00	GJA5
GO_Biological_Process_2023	Protein Autoubiquitination (GO:0051865)	1/71	3.910648e-01	4.749643e-01	0	0	2.048758e+00	1.923542e+00	RNF122
GO_Biological_Process_2023	Myeloid Leukocyte Differentiation (GO:0002573)	1/71	3.910648e-01	4.749643e-01	0	0	2.048758e+00	1.923542e+00	EPHA2
GO_Biological_Process_2023	Negative Regulation Of Cellular Response To Growth Factor Stimulus (GO:0090288)	1/71	3.910648e-01	4.749643e-01	0	0	2.048758e+00	1.923542e+00	CRIM1
GO_Biological_Process_2023	Regulation Of Cellular Localization (GO:0060341)	1/72	3.953120e-01	4.772783e-01	0	0	2.019800e+00	1.874536e+00	CAMK2D
GO_Biological_Process_2023	Cellular Response To Hypoxia (GO:0071456)	1/72	3.953120e-01	4.772783e-01	0	0	2.019800e+00	1.874536e+00	PLK3
